plate,letters,numbers,region_code,description,forbidden,advantage,significance,region_name
E180EB977,EEB,180,977,NAG,False,False,0,Moscow
B003CE197,BCE,003,197,NAG,False,False,0,Moscow
C006AH199,CAH,006,199,NAG,False,False,0,Moscow
M921OO797,MOO,921,797,NAG,False,False,0,Moscow
Y190TC797,YTC,190,797,NAG,False,False,0,Moscow
T878PP797,TPP,878,797,NAG,False,False,0,Moscow
X999EO777,XEO,999,777,NAG,False,False,0,Moscow
Y003MP43,YMP,003,43,NAG,False,False,0,Kirov Oblast
C777OX777,COX,777,777,NAG,False,False,0,Moscow
Y686PY799,YPY,686,799,NAG,False,False,0,Moscow
A120AA50,AAA,120,50,NAG,False,False,0,Moscow Oblast
H999OH82,HOH,999,82,NAG,False,False,0,Republic of Crimea
M545PX38,MPX,545,38,NAG,False,False,0,Irkutsk Oblast
M317MM77,MMM,317,77,NAG,False,False,0,Moscow
C676CO196,CCO,676,196,NAG,False,False,0,Sverdlovsk Oblast
E082EP977,EEP,082,977,NAG,False,False,0,Moscow
C707TE777,CTE,707,777,NAG,False,False,0,Moscow
M755KA977,MKA,755,977,NAG,False,False,0,Moscow
B236TB797,BTB,236,797,NAG,False,False,0,Moscow
E432EK13,EEK,432,13,NAG,False,False,0,Republic of Mordovia
M389MM178,MMM,389,178,NAG,False,False,0,Saint Petersburg
A797PB797,APB,797,797,NAG,False,False,0,Moscow
X999PC78,XPC,999,78,NAG,False,False,0,Saint Petersburg
A400XA702,AXA,400,702,NAG,False,False,0,Republic of Bashkortostan
B413BB190,BBB,413,190,NAG,False,False,0,Moscow Oblast
H100PY99,HPY,100,99,NAG,False,False,0,Moscow
T888XX199,TXX,888,199,NAG,False,False,0,Moscow
P627PP22,PPP,627,22,NAG,False,False,0,Altai Krai
E570BE125,EBE,570,125,NAG,False,False,0,Primorsky Krai
Y470CB71,YCB,470,71,NAG,False,False,0,Tula Oblast
K171TO763,KTO,171,763,NAG,False,False,0,Samara Oblast
K799AK550,KAK,799,550,NAG,False,False,0,Moscow Oblast
A248OO799,AOO,248,799,NAG,False,False,0,Moscow
O006EC116,OEC,006,116,NAG,False,False,0,Republic of Tatarstan
E555HP199,EHP,555,199,NAG,False,False,0,Moscow
M038PH797,MPH,038,797,NAG,False,False,0,Moscow
B477BB73,BBB,477,73,NAG,False,False,0,Ulyanovsk Oblast
A717PT797,APT,717,797,NAG,False,False,0,Moscow
A019XK797,AXK,019,797,NAG,False,False,0,Moscow
P997AM150,PAM,997,150,NAG,False,False,0,Moscow Oblast
K999OE05,KOE,999,05,NAG,False,False,0,Republic of Dagestan
M670AX550,MAX,670,550,NAG,False,False,0,Moscow Oblast
P060TP33,PTP,060,33,NAG,False,False,0,Vladimir Oblast
H770HX777,HHX,770,777,NAG,False,False,0,Moscow
X767AM71,XAM,767,71,NAG,False,False,0,Tula Oblast
X444EK750,XEK,444,750,NAG,False,False,0,Moscow Oblast
O484AC550,OAC,484,550,NAG,False,False,0,Moscow Oblast
E999XE197,EXE,999,197,NAG,False,False,0,Moscow
Y001BH199,YBH,001,199,NAG,False,False,0,Moscow
C626XC125,CXC,626,125,NAG,False,False,0,Primorsky Krai
H020CB24,HCB,020,24,NAG,False,False,0,Krasnoyarsk Krai
P900KB797,PKB,900,797,NAG,False,False,0,Moscow
P535AB550,PAB,535,550,NAG,False,False,0,Moscow Oblast
B111YP123,BYP,111,123,NAG,False,False,0,Krasnodar Krai
O080OO54,OOO,080,54,NAG,False,False,0,Novosibirsk Oblast
C111BB124,CBB,111,124,NAG,False,False,0,Krasnoyarsk Krai
T570YE38,TYE,570,38,NAG,False,False,0,Irkutsk Oblast
A808CB164,ACB,808,164,NAG,False,False,0,Saratov Oblast
C357KP797,CKP,357,797,NAG,False,False,0,Moscow
A898XY790,AXY,898,790,NAG,False,False,0,Moscow Oblast
H600TB98,HTB,600,98,NAG,False,False,0,Saint Petersburg
O613BO98,OBO,613,98,Partially Departmental Security Service plates,0,1,4,Saint Petersburg
E602KX45,EKX,602,45,NAG,False,False,0,Kurgan Oblast
B997OK77,BOK,997,77,NAG,False,False,0,Moscow
C777AP777,CAP,777,777,NAG,False,False,0,Moscow
T343KT123,TKT,343,123,NAG,False,False,0,Krasnodar Krai
Y040XE72,YXE,040,72,NAG,False,False,0,Tyumen Oblast
A700OP190,AOP,700,190,NAG,False,False,0,Moscow Oblast
C300XH790,CXH,300,790,NAG,False,False,0,Moscow Oblast
K800TP75,KTP,800,75,NAG,False,False,0,Zabaykalsky Krai
T005CE777,TCE,005,777,NAG,False,False,0,Moscow
X061TE797,XTE,061,797,NAG,False,False,0,Moscow
X828AX550,XAX,828,550,NAG,False,False,0,Moscow Oblast
C550AK550,CAK,550,550,NAG,False,False,0,Moscow Oblast
C888XB42,CXB,888,42,NAG,False,False,0,Kemerovo Oblast
M666XC777,MXC,666,777,NAG,False,False,0,Moscow
H059EP797,HEP,059,797,NAG,False,False,0,Moscow
K252XK763,KXK,252,763,NAG,False,False,0,Samara Oblast
C505TC797,CTC,505,797,NAG,False,False,0,Moscow
O030KO790,OKO,030,790,NAG,False,False,0,Moscow Oblast
X641XX26,XXX,641,26,NAG,False,False,0,Stavropol Krai
C888PH197,CPH,888,197,NAG,False,False,0,Moscow
P009MC777,PMC,009,777,NAG,False,False,0,Moscow
T515MY797,TMY,515,797,NAG,False,False,0,Moscow
T555OB50,TOB,555,50,NAG,False,False,0,Moscow Oblast
Y045PO797,YPO,045,797,NAG,False,False,0,Moscow
A482AA174,AAA,482,174,NAG,False,False,0,Chelyabinsk Oblast
C003AO777,CAO,003,777,NAG,False,False,0,Moscow
K666BH05,KBH,666,05,NAG,False,False,0,Republic of Dagestan
B087PH797,BPH,087,797,NAG,False,False,0,Moscow
O500HB190,OHB,500,190,NAG,False,False,0,Moscow Oblast
O070AP550,OAP,070,550,NAG,False,False,0,Moscow Oblast
M871KY125,MKY,871,125,NAG,False,False,0,Primorsky Krai
O116OO190,OOO,116,190,NAG,False,False,0,Moscow Oblast
A894KB977,AKB,894,977,NAG,False,False,0,Moscow
Y111KK123,YKK,111,123,NAG,False,False,0,Krasnodar Krai
K061CA790,KCA,061,790,NAG,False,False,0,Moscow Oblast
M350MM01,MMM,350,01,NAG,False,False,0,Republic of Adygea
C001AY90,CAY,001,90,NAG,False,False,0,Moscow Oblast
Y004AH197,YAH,004,197,NAG,False,False,0,Moscow
M111EC164,MEC,111,164,NAG,False,False,0,Saratov Oblast
K001CY177,KCY,001,177,NAG,False,False,0,Moscow
H777MP93,HMP,777,93,NAG,False,False,0,Krasnodar Krai
Y077OY797,YOY,077,797,NAG,False,False,0,Moscow
H323TH123,HTH,323,123,NAG,False,False,0,Krasnodar Krai
P859EO977,PEO,859,977,NAG,False,False,0,Moscow
K100HH69,KHH,100,69,NAG,False,False,0,Tver Oblast
A345TA77,ATA,345,77,NAG,False,False,0,Moscow
K060YC777,KYC,060,777,NAG,False,False,0,Moscow
C737CC97,CCC,737,97,"Partially Central Special Communication, Courier Service, Ministry of Communications",0,1,3,Moscow
E444OA777,EOA,444,777,NAG,False,False,0,Moscow
A911HA05,AHA,911,05,NAG,False,False,0,Republic of Dagestan
H023HY797,HHY,023,797,NAG,False,False,0,Moscow
B353BB190,BBB,353,190,NAG,False,False,0,Moscow Oblast
O007AB99,OAB,007,99,NAG,False,False,0,Moscow
X600AX76,XAX,600,76,NAG,False,False,0,Yaroslavl Oblast
T333EO197,TEO,333,197,NAG,False,False,0,Moscow
A292PO790,APO,292,790,NAG,False,False,0,Moscow Oblast
C007XA86,CXA,007,86,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
B222HM124,BHM,222,124,NAG,False,False,0,Krasnoyarsk Krai
K717KM40,KKM,717,40,NAG,False,False,0,Kaluga Oblast
A799BB14,ABB,799,14,NAG,False,False,0,Sakha Republic
B504OP177,BOP,504,177,NAG,False,False,0,Moscow
B727CY702,BCY,727,702,NAG,False,False,0,Republic of Bashkortostan
B618AO550,BAO,618,550,NAG,False,False,0,Moscow Oblast
T212HT761,THT,212,761,NAG,False,False,0,Rostov Oblast
O003TT02,OTT,003,02,NAG,False,False,0,Republic of Bashkortostan
M046KA750,MKA,046,750,NAG,False,False,0,Moscow Oblast
P001XY190,PXY,001,190,NAG,False,False,0,Moscow Oblast
H224YB790,HYB,224,790,NAG,False,False,0,Moscow Oblast
H500HA15,HHA,500,15,NAG,False,False,0,Republic of North Ossetia
B015HY154,BHY,015,154,NAG,False,False,0,Novosibirsk Oblast
Y335OX799,YOX,335,799,NAG,False,False,0,Moscow
M007YH177,MYH,007,177,NAG,False,False,0,Moscow
E051BA550,EBA,051,550,NAG,False,False,0,Moscow Oblast
E020AP977,EAP,020,977,NAG,False,False,0,Moscow
E060XH77,EXH,060,77,NAG,False,False,0,Moscow
K909AP77,KAP,909,77,NAG,False,False,0,Moscow
H422TC26,HTC,422,26,NAG,False,False,0,Stavropol Krai
A015TX95,ATX,015,95,NAG,False,False,0,Chechen Republic
C004XT53,CXT,004,53,NAG,False,False,0,Novgorod Oblast
T077HY197,THY,077,197,NAG,False,False,0,Moscow
O523OO99,OOO,523,99,NAG,False,False,0,Moscow
P901BC550,PBC,901,550,NAG,False,False,0,Moscow Oblast
K750OH750,KOH,750,750,NAG,False,False,0,Moscow Oblast
M500HT98,MHT,500,98,NAG,False,False,0,Saint Petersburg
E060MY797,EMY,060,797,NAG,False,False,0,Moscow
A999MA56,AMA,999,56,NAG,False,False,0,Orenburg Oblast
E313AP550,EAP,313,550,NAG,False,False,0,Moscow Oblast
K323PK152,KPK,323,152,NAG,False,False,0,Nizhny Novgorod Oblast
C696HX797,CHX,696,797,NAG,False,False,0,Moscow
M595BH550,MBH,595,550,NAG,False,False,0,Moscow Oblast
K280BY550,KBY,280,550,NAG,False,False,0,Moscow Oblast
Y050BA550,YBA,050,550,NAG,False,False,0,Moscow Oblast
K700PA197,KPA,700,197,NAG,False,False,0,Moscow
E777AX190,EAX,777,190,NAG,False,False,0,Moscow Oblast
P777XP199,PXP,777,199,NAG,False,False,0,Moscow
C141AC550,CAC,141,550,NAG,False,False,0,Moscow Oblast
E556AH550,EAH,556,550,NAG,False,False,0,Moscow Oblast
B222OO76,BOO,222,76,NAG,False,False,0,Yaroslavl Oblast
Y888MB790,YMB,888,790,NAG,False,False,0,Moscow Oblast
K033CY95,KCY,033,95,NAG,False,False,0,Chechen Republic
A033AE550,AAE,033,550,NAG,False,False,0,Moscow Oblast
B059BT550,BBT,059,550,NAG,False,False,0,Moscow Oblast
M220PT797,MPT,220,797,NAG,False,False,0,Moscow
X555PP98,XPP,555,98,NAG,False,False,0,Saint Petersburg
E743EE777,EEE,743,777,NAG,False,False,0,Moscow
K401EY977,KEY,401,977,NAG,False,False,0,Moscow
B066PC797,BPC,066,797,NAG,False,False,0,Moscow
K060AX123,KAX,060,123,NAG,False,False,0,Krasnodar Krai
K066PM797,KPM,066,797,NAG,False,False,0,Moscow
B001KY124,BKY,001,124,NAG,False,False,0,Krasnoyarsk Krai
A004AM250,AAM,004,250,NAG,False,False,0,Moscow Oblast
B658BB199,BBB,658,199,NAG,False,False,0,Moscow
P390OO797,POO,390,797,NAG,False,False,0,Moscow
E001PP77,EPP,001,77,NAG,False,False,0,Moscow
M888PC25,MPC,888,25,NAG,False,False,0,Primorsky Krai
C028BH550,CBH,028,550,NAG,False,False,0,Moscow Oblast
Y080AO550,YAO,080,550,NAG,False,False,0,Moscow Oblast
P199MM799,PMM,199,799,NAG,False,False,0,Moscow
T080KK977,TKK,080,977,NAG,False,False,0,Moscow
H001KK777,HKK,001,777,NAG,False,False,0,Moscow
O063TO790,OTO,063,790,NAG,False,False,0,Moscow Oblast
T777BM177,TBM,777,177,NAG,False,False,0,Moscow
E555EE87,EEE,555,87,NAG,False,False,0,Chukotka Autonomous Okrug
B666XC116,BXC,666,116,NAG,False,False,0,Republic of Tatarstan
C038XY790,CXY,038,790,NAG,False,False,0,Moscow Oblast
H434TB161,HTB,434,161,NAG,False,False,0,Rostov Oblast
P063AM977,PAM,063,977,NAG,False,False,0,Moscow
C222EO199,CEO,222,199,NAG,False,False,0,Moscow
C888YY197,CYY,888,197,NAG,False,False,0,Moscow
E777AO156,EAO,777,156,NAG,False,False,0,Orenburg Oblast
H357OM62,HOM,357,62,NAG,False,False,0,Ryazan Oblast
T777TB199,TTB,777,199,NAG,False,False,0,Moscow
B505OK797,BOK,505,797,NAG,False,False,0,Moscow
Y900YO799,YYO,900,799,NAG,False,False,0,Moscow
Y111PO90,YPO,111,90,NAG,False,False,0,Moscow Oblast
P495CC797,PCC,495,797,NAG,False,False,0,Moscow
T300TC750,TTC,300,750,NAG,False,False,0,Moscow Oblast
O686OC199,OOC,686,199,NAG,False,False,0,Moscow
B300HX761,BHX,300,761,NAG,False,False,0,Rostov Oblast
T707EE90,TEE,707,90,NAG,False,False,0,Moscow Oblast
E150OO797,EOO,150,797,NAG,False,False,0,Moscow
B001KK26,BKK,001,26,NAG,False,False,0,Stavropol Krai
T505CY05,TCY,505,05,NAG,False,False,0,Republic of Dagestan
E262YE193,EYE,262,193,NAG,False,False,0,Krasnodar Krai
H747EK14,HEK,747,14,NAG,False,False,0,Sakha Republic
B739BP550,BBP,739,550,NAG,False,False,0,Moscow Oblast
T444CM199,TCM,444,199,NAG,False,False,0,Moscow
X909BC550,XBC,909,550,NAG,False,False,0,Moscow Oblast
X373TO197,XTO,373,197,NAG,False,False,0,Moscow
Y020MY777,YMY,020,777,NAG,False,False,0,Moscow
X100HC77,XHC,100,77,NAG,False,False,0,Moscow
A222BB190,ABB,222,190,NAG,False,False,0,Moscow Oblast
B001BP177,BBP,001,177,NAG,False,False,0,Moscow
B100CM197,BCM,100,197,NAG,False,False,0,Moscow
B737AA250,BAA,737,250,NAG,False,False,0,Moscow Oblast
O036BB550,OBB,036,550,NAG,False,False,0,Moscow Oblast
A207AA87,AAA,207,87,NAG,False,False,0,Chukotka Autonomous Okrug
C670CC197,CCC,670,197,NAG,False,False,0,Moscow
P800OC750,POC,800,750,NAG,False,False,0,Moscow Oblast
O626OM98,OOM,626,98,Partially plates of the Main Department of Internal Affairs,0,1,3,Saint Petersburg
A262CB797,ACB,262,797,NAG,False,False,0,Moscow
X582XX190,XXX,582,190,NAG,False,False,0,Moscow Oblast
K429AE550,KAE,429,550,NAG,False,False,0,Moscow Oblast
E123AH142,EAH,123,142,NAG,False,False,0,Kemerovo Oblast
C006HP197,CHP,006,197,NAG,False,False,0,Moscow
M608ME790,MME,608,790,NAG,False,False,0,Moscow Oblast
P909TE99,PTE,909,99,NAG,False,False,0,Moscow
H369HY797,HHY,369,797,NAG,False,False,0,Moscow
M055MB75,MMB,055,75,NAG,False,False,0,Zabaykalsky Krai
Y347YY99,YYY,347,99,NAG,False,False,0,Moscow
P001TE02,PTE,001,02,NAG,False,False,0,Republic of Bashkortostan
O889TO797,OTO,889,797,NAG,False,False,0,Moscow
C126CC05,CCC,126,05,NAG,False,False,0,Republic of Dagestan
T002CH190,TCH,002,190,NAG,False,False,0,Moscow Oblast
A056AA97,AAA,056,97,NAG,False,False,0,Moscow
C797KM777,CKM,797,777,NAG,False,False,0,Moscow
C100EK178,CEK,100,178,NAG,False,False,0,Saint Petersburg
B888BB98,BBB,888,98,NAG,False,False,0,Saint Petersburg
K300BH77,KBH,300,77,NAG,False,False,0,Moscow
Y222MX150,YMX,222,150,NAG,False,False,0,Moscow Oblast
P077YY74,PYY,077,74,NAG,False,False,0,Chelyabinsk Oblast
X346XX190,XXX,346,190,NAG,False,False,0,Moscow Oblast
P990XO90,PXO,990,90,NAG,False,False,0,Moscow Oblast
E777AY97,EAY,777,97,NAG,False,False,0,Moscow
A999YP11,AYP,999,11,NAG,False,False,0,Komi Republic
P888KX178,PKX,888,178,NAG,False,False,0,Saint Petersburg
A202CX190,ACX,202,190,NAG,False,False,0,Moscow Oblast
X353MY45,XMY,353,45,NAG,False,False,0,Kurgan Oblast
B010YP777,BYP,010,777,NAG,False,False,0,Moscow
C119OC797,COC,119,797,NAG,False,False,0,Moscow
A999CT92,ACT,999,92,NAG,False,False,0,Sevastopol
E034AT550,EAT,034,550,NAG,False,False,0,Moscow Oblast
H533KH977,HKH,533,977,NAG,False,False,0,Moscow
X333PX93,XPX,333,93,NAG,False,False,0,Krasnodar Krai
A777HA186,AHA,777,186,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
E007OE750,EOE,007,750,NAG,False,False,0,Moscow Oblast
T097OO790,TOO,097,790,NAG,False,False,0,Moscow Oblast
K535PA134,KPA,535,134,NAG,False,False,0,Volgograd Oblast
C797BB550,CBB,797,550,NAG,False,False,0,Moscow Oblast
O348BC550,OBC,348,550,NAG,False,False,0,Moscow Oblast
A003HY37,AHY,003,37,NAG,False,False,0,Ivanovo Oblast
C858KP23,CKP,858,23,NAG,False,False,0,Krasnodar Krai
C505AP550,CAP,505,550,NAG,False,False,0,Moscow Oblast
T999HP28,THP,999,28,NAG,False,False,0,Amur Oblast
C369KP797,CKP,369,797,NAG,False,False,0,Moscow
Y555PO177,YPO,555,177,NAG,False,False,0,Moscow
K400AK178,KAK,400,178,NAG,False,False,0,Saint Petersburg
H909OH797,HOH,909,797,NAG,False,False,0,Moscow
B404MP123,BMP,404,123,NAG,False,False,0,Krasnodar Krai
C707XA177,CXA,707,177,NAG,False,False,0,Moscow
P808EE977,PEE,808,977,NAG,False,False,0,Moscow
B042BB99,BBB,042,99,NAG,False,False,0,Moscow
O060EB750,OEB,060,750,NAG,False,False,0,Moscow Oblast
E742BA977,EBA,742,977,NAG,False,False,0,Moscow
C002YP102,CYP,002,102,NAG,False,False,0,Republic of Bashkortostan
X010KO799,XKO,010,799,NAG,False,False,0,Moscow
M119MM50,MMM,119,50,"Partially plates of law enforcement in the region (prosecutor's office, EMERCOM, traffic police, etc.)",0,1,5,Moscow Oblast
M015KA977,MKA,015,977,NAG,False,False,0,Moscow
X726OT797,XOT,726,797,NAG,False,False,0,Moscow
O323PO790,OPO,323,790,NAG,False,False,0,Moscow Oblast
T500BB550,TBB,500,550,NAG,False,False,0,Moscow Oblast
A034YM797,AYM,034,797,NAG,False,False,0,Moscow
K099HP763,KHP,099,763,NAG,False,False,0,Samara Oblast
B444AT763,BAT,444,763,NAG,False,False,0,Samara Oblast
E040TP790,ETP,040,790,NAG,False,False,0,Moscow Oblast
O210XY790,OXY,210,790,NAG,False,False,0,Moscow Oblast
H919CP199,HCP,919,199,NAG,False,False,0,Moscow
O555AO790,OAO,555,790,NAG,False,False,0,Moscow Oblast
O434MH799,OMH,434,799,NAG,False,False,0,Moscow
K050MA790,KMA,050,790,NAG,False,False,0,Moscow Oblast
B087MY797,BMY,087,797,NAG,False,False,0,Moscow
A001PY90,APY,001,90,NAG,False,False,0,Moscow Oblast
H043OO797,HOO,043,797,NAG,False,False,0,Moscow
P858OB797,POB,858,797,NAG,False,False,0,Moscow
T941AE550,TAE,941,550,NAG,False,False,0,Moscow Oblast
O616BO977,OBO,616,977,NAG,False,False,0,Moscow
X057PX797,XPX,057,797,NAG,False,False,0,Moscow
X343AM33,XAM,343,33,NAG,False,False,0,Vladimir Oblast
H050KM977,HKM,050,977,NAG,False,False,0,Moscow
E989CP197,ECP,989,197,NAG,False,False,0,Moscow
E123MX790,EMX,123,790,NAG,False,False,0,Moscow Oblast
K707PT702,KPT,707,702,NAG,False,False,0,Republic of Bashkortostan
B023OP23,BOP,023,23,NAG,False,False,0,Krasnodar Krai
M004KA31,MKA,004,31,NAG,False,False,0,Belgorod Oblast
X252OE797,XOE,252,797,NAG,False,False,0,Moscow
Y797OH797,YOH,797,797,NAG,False,False,0,Moscow
B500XM777,BXM,500,777,NAG,False,False,0,Moscow
B001CC777,BCC,001,777,NAG,False,False,0,Moscow
Y911PM193,YPM,911,193,NAG,False,False,0,Krasnodar Krai
A400OA26,AOA,400,26,NAG,False,False,0,Stavropol Krai
E800PX799,EPX,800,799,NAG,False,False,0,Moscow
X555MK190,XMK,555,190,NAG,False,False,0,Moscow Oblast
M265OT797,MOT,265,797,NAG,False,False,0,Moscow
C666PE777,CPE,666,777,NAG,False,False,0,Moscow
A020KH777,AKH,020,777,NAG,False,False,0,Moscow
K744KK197,KKK,744,197,NAG,False,False,0,Moscow
B212MX797,BMX,212,797,NAG,False,False,0,Moscow
B777OO777,BOO,777,777,NAG,False,False,0,Moscow
K777XX63,KXX,777,63,NAG,False,False,0,Samara Oblast
O100OO178,OOO,100,178,NAG,False,False,0,Saint Petersburg
E700EP977,EEP,700,977,NAG,False,False,0,Moscow
C380CC90,CCC,380,90,NAG,False,False,0,Moscow Oblast
O331BP550,OBP,331,550,NAG,False,False,0,Moscow Oblast
A079OX790,AOX,079,790,NAG,False,False,0,Moscow Oblast
A800PA790,APA,800,790,NAG,False,False,0,Moscow Oblast
M618KA977,MKA,618,977,NAG,False,False,0,Moscow
O017BO550,OBO,017,550,NAG,False,False,0,Moscow Oblast
X083TC797,XTC,083,797,NAG,False,False,0,Moscow
O555CK50,OCK,555,50,NAG,False,False,0,Moscow Oblast
B451BT18,BBT,451,18,NAG,False,False,0,Udmurt Republic
C727CO799,CCO,727,799,NAG,False,False,0,Moscow
A074KP777,AKP,074,777,NAG,False,False,0,Moscow
E111HA25,EHA,111,25,NAG,False,False,0,Primorsky Krai
H317TX797,HTX,317,797,NAG,False,False,0,Moscow
E786BA550,EBA,786,550,NAG,False,False,0,Moscow Oblast
M009MT197,MMT,009,197,NAG,False,False,0,Moscow
C800BT790,CBT,800,790,NAG,False,False,0,Moscow Oblast
K829KK197,KKK,829,197,NAG,False,False,0,Moscow
P135PP99,PPP,135,99,NAG,False,False,0,Moscow
X926OE797,XOE,926,797,NAG,False,False,0,Moscow
X081XX31,XXX,081,31,NAG,False,False,0,Belgorod Oblast
T535TA797,TTA,535,797,NAG,False,False,0,Moscow
X797XK116,XXK,797,116,NAG,False,False,0,Republic of Tatarstan
A020XY186,AXY,020,186,NAG,False,False,0,Khanty-Mansi Autonomous Okrug
T090PB05,TPB,090,05,NAG,False,False,0,Republic of Dagestan
O028BO977,OBO,028,977,NAG,False,False,0,Moscow
H111HH66,HHH,111,66,NAG,False,False,0,Sverdlovsk Oblast
X777OP26,XOP,777,26,NAG,False,False,0,Stavropol Krai
E075AT550,EAT,075,550,NAG,False,False,0,Moscow Oblast
O758OO77,OOO,758,77,Initially intended for Federal Security Service,0,0,1,Moscow
B007OM777,BOM,007,777,NAG,False,False,0,Moscow
K083KK750,KKK,083,750,NAG,False,False,0,Moscow Oblast
X939AM777,XAM,939,777,NAG,False,False,0,Moscow
C686CE193,CCE,686,193,NAG,False,False,0,Krasnodar Krai
K077BA77,KBA,077,77,NAG,False,False,0,Moscow
M002XE190,MXE,002,190,NAG,False,False,0,Moscow Oblast
Y005YE790,YYE,005,790,NAG,False,False,0,Moscow Oblast
O555YO76,OYO,555,76,NAG,False,False,0,Yaroslavl Oblast
B566BB177,BBB,566,177,NAG,False,False,0,Moscow
E200PO799,EPO,200,799,NAG,False,False,0,Moscow
C090YO123,CYO,090,123,NAG,False,False,0,Krasnodar Krai
X999TP750,XTP,999,750,NAG,False,False,0,Moscow Oblast
X280AM05,XAM,280,05,NAG,False,False,0,Republic of Dagestan
C003MT197,CMT,003,197,NAG,False,False,0,Moscow
O964YT790,OYT,964,790,NAG,False,False,0,Moscow Oblast
T600MA138,TMA,600,138,NAG,False,False,0,Irkutsk Oblast
T008XC72,TXC,008,72,NAG,False,False,0,Tyumen Oblast
B254OP177,BOP,254,177,NAG,False,False,0,Moscow
A001OH147,AOH,001,147,NAG,False,False,0,Leningrad Oblast
P888EM50,PEM,888,50,NAG,False,False,0,Moscow Oblast
A969PP799,APP,969,799,NAG,False,False,0,Moscow
B500OB77,BOB,500,77,NAG,False,False,0,Moscow
B888XX05,BXX,888,05,NAG,False,False,0,Republic of Dagestan
C007XC161,CXC,007,161,NAG,False,False,0,Rostov Oblast
Y790MH790,YMH,790,790,NAG,False,False,0,Moscow Oblast
Y111MX90,YMX,111,90,NAG,False,False,0,Moscow Oblast
X150TX116,XTX,150,116,NAG,False,False,0,Republic of Tatarstan
B250MX797,BMX,250,797,NAG,False,False,0,Moscow
B623MP77,BMP,623,77,NAG,False,False,0,Moscow
M844KY977,MKY,844,977,NAG,False,False,0,Moscow
M800BH163,MBH,800,163,NAG,False,False,0,Samara Oblast
E393HA797,EHA,393,797,NAG,False,False,0,Moscow
K749OT32,KOT,749,32,NAG,False,False,0,Bryansk Oblast
O999OX777,OOX,999,777,NAG,False,False,0,Moscow
T009BH193,TBH,009,193,NAG,False,False,0,Krasnodar Krai
H900MT193,HMT,900,193,NAG,False,False,0,Krasnodar Krai
H373EO977,HEO,373,977,NAG,False,False,0,Moscow
M700AM977,MAM,700,977,NAG,False,False,0,Moscow
M002AX178,MAX,002,178,NAG,False,False,0,Saint Petersburg
O067BP40,OBP,067,40,NAG,False,False,0,Kaluga Oblast
A612YE93,AYE,612,93,NAG,False,False,0,Krasnodar Krai
X999OY199,XOY,999,199,NAG,False,False,0,Moscow
T117TT116,TTT,117,116,NAG,False,False,0,Republic of Tatarstan
M692CK77,MCK,692,77,NAG,False,False,0,Moscow
B091TO797,BTO,091,797,NAG,False,False,0,Moscow
P919TO199,PTO,919,199,NAG,False,False,0,Moscow
K191BP797,KBP,191,797,NAG,False,False,0,Moscow
X900YH190,XYH,900,190,NAG,False,False,0,Moscow Oblast
A224TC797,ATC,224,797,NAG,False,False,0,Moscow
M585OT797,MOT,585,797,NAG,False,False,0,Moscow
B077KB95,BKB,077,95,NAG,False,False,0,Chechen Republic
X595XX09,XXX,595,09,NAG,False,False,0,Karachay-Cherkess Republic
M333EP197,MEP,333,197,NAG,False,False,0,Moscow
K001CM71,KCM,001,71,NAG,False,False,0,Tula Oblast
M686KM28,MKM,686,28,NAG,False,False,0,Amur Oblast
O789TM797,OTM,789,797,NAG,False,False,0,Moscow
P177MM97,PMM,177,97,NAG,False,False,0,Moscow
H414AH777,HAH,414,777,NAG,False,False,0,Moscow
M910ME01,MME,910,01,NAG,False,False,0,Republic of Adygea
A264BK550,ABK,264,550,NAG,False,False,0,Moscow Oblast
B080KC01,BKC,080,01,NAG,False,False,0,Republic of Adygea
X600CA797,XCA,600,797,NAG,False,False,0,Moscow
K228PY797,KPY,228,797,NAG,False,False,0,Moscow
Y014MM95,YMM,014,95,NAG,False,False,0,Chechen Republic
M067PH797,MPH,067,797,NAG,False,False,0,Moscow
B180OP750,BOP,180,750,NAG,False,False,0,Moscow Oblast
M525EM198,MEM,525,198,NAG,False,False,0,Saint Petersburg
O148OO199,OOO,148,199,NAG,False,False,0,Moscow
X888PY197,XPY,888,197,NAG,False,False,0,Moscow
X888HE56,XHE,888,56,NAG,False,False,0,Orenburg Oblast
A060MP122,AMP,060,122,NAG,False,False,0,Altai Krai
P005TX777,PTX,005,777,NAG,False,False,0,Moscow
M006MK790,MMK,006,790,NAG,False,False,0,Moscow Oblast
O013HO790,OHO,013,790,NAG,False,False,0,Moscow Oblast
B077BH777,BBH,077,777,NAG,False,False,0,Moscow
X063CB90,XCB,063,90,NAG,False,False,0,Moscow Oblast
H120CO05,HCO,120,05,NAG,False,False,0,Republic of Dagestan
X007OO177,XOO,007,177,NAG,False,False,0,Moscow
P004OB66,POB,004,66,NAG,False,False,0,Sverdlovsk Oblast
O404HH797,OHH,404,797,NAG,False,False,0,Moscow
Y025YE790,YYE,025,790,NAG,False,False,0,Moscow Oblast
C045MP05,CMP,045,05,NAG,False,False,0,Republic of Dagestan
M265YC716,MYC,265,716,NAG,False,False,0,Republic of Tatarstan
B111AM56,BAM,111,56,NAG,False,False,0,Orenburg Oblast
